SOWING_DATE:(date),AREA_HARVESTED_BED_PLOT_M2:(m2),AREA_SOWN_BED_PLOT_M2:(m2),BIRD_DAMAGE:(N/T/S/M/V),EMERGENCE:(E/N/L),HARVEST_STARTING_DATE:(date),EMERGENCE_DATE:(date),FERTILIZER_%K2O_1:(%),FERTILIZER_%N_1:(%),FERTILIZER_%P2O5_1:(%),FERTILIZER_1:(date),FOLIAR_DISEASE_DEVELOPMENT:(N/T/S/M/V),FROST_DAMAGE_SPIKE:(N/T/S/M/V),HAIL_DAMAGE:(N/T/S/M/V),HERBICIDE_DAMAGE:(N/T/S/M/V),HERBICIDE:(Y/N),IRRIGATED:(Y/N),INSECT_DAMAGE:(N/T/S/M/V),LODGING:(N/T/S/M/V),NO_OF_ROWS_HARVESTED:(integer),NO_OF_ROWS_SOWN:(integer),NUMBER_POST_SOWING_IRRIGATIONS:(integer),NUMBER_PRE_SOWING_IRRIGATIONS:(integer),PPN_MONTH_OF_HARVESTED:(mm),PPN_1ST_MO_BEFORE_HARVESTED:(mm),PPN_2ND_MO_BEFORE_HARVESTED:(mm),PPN_3RD_MO_BEFORE_HARVESTED:(mm),PPN_4TH_MO_BEFORE_HARVESTED:(mm),PPN_5TH_MO_BEFORE_HARVESTED:(mm),PPN_6TH_MO_BEFORE_HARVESTED:(mm),PPN_7TH_MO_BEFORE_HARVESTED:(mm),PPN_8TH_MO_BEFORE_HARVESTED:(mm),PPN_9TH_MO_BEFORE_HARVESTED:(mm),PPN_10TH_MO_BEFORE_HARVESTED:(mm),PPN_11TH_MO_BEFORE_HARVESTED:(mm),PRE_SOWING_IRRIGATION:(mm),PRECIPITATION_FROM_SOWING_TO_MATURITY:(mm),ROOT_DISEASE_DEVELOPMENT:(N/T/S/M/V),SOIL_ALUMINIUM_TOXICITY:(Y/N),SPIKE_DISEASE_DEVELOPMENT:(N/T/S/M/V),TOTAL_PRECIPIT_IN_12_MONTHS:(mm),WEED_PROBLEM:(N/T/S/M/V),YIELD_FACTOR:(real),IRRIGATION_AFTER_SOWING:(mm),SOIL_ROOT_BARRIER:(Y/N/U),GPS Altitude:(integer),GPS Latitude (Decimal),GPS Longitude (Decimal),SOIL_PERCENT_ORGANIC_MATTER:(%),SOIL_DEPTH_OF_ROOT_ZONE:(cm),FUNGICIDE:(Y/N),PESTICIDE:(Y/N),1000_GRAIN_WEIGHT:(g):avg,ABOVE_GROUND_BIOMASS:(t/ha):avg,AGRONOMIC_SCORE:(1-5):avg,CANOPY_TEMPERATURE_DEPRESSION:(oC):avg,CHLOROPHYLL:(integer):avg,Canopy Temperature:(real):avg,DAYS_TO_HEADING:(days):avg,DAYS_TO_MATURITY:(days):avg,EARLY_VIGOR:(1-5):avg,GERMINATION_%:(%):avg,GRAINS/SPIKE:(NO_GRAINS/SPIKE):avg,GRAIN_PROTEIN:(%):avg,PLANT_HEIGHT:(cm):avg,SEDIMENTATION_INDEX:(%):avg,SPIKELETS/SPIKE:(integer):avg,SPIKE_LENGTH:(cm):avg,SPIKES_M2:(ears/m2):avg,TEST_WEIGHT:(kg/hl):avg,Yellow color index (b-value):(real):avg,GRAIN_YIELD:(t/ha):avg
1,0.00155069781401631,0.0792838874680307,-1,0,126,12,0,0.35,0,4,0.5,-1,-1,-1,1,0,0,-0.5,1,0.161764705882353,0,0,0.00891861761426979,0.699293094072866,0.329126213592233,0.4552,0.124347826086957,0.3,0.0707547169811321,0.0848167539267016,0.049349076597033,0.0854218143310978,0.471295790049207,0.371830985915493,0,0.392815758980301,-0.333333333333333,0,-0.5,0.521724709784411,-1,0.346730915013548,0,0,0.119033232628399,0.701053165841898,0.426977401129944,0.365079365079365,0.461538461538462,-1,1,0.558333333333333,0.358392830088521,0.591858248613678,0.409999999999998,0.583874068733478,0.571254432624115,0.741176470588235,0.477145982643803,0.381666666666667,0.692307692307692,0.511018752493683,0.470749235474009,0.389312977099237,0.0678750304273101,0.474666666666667,0.476084580173533,0.399787234042553,0.633474256894875,0.274289473684211,0.490187412297222
1,0.00155069781401631,0.0792838874680307,-1,0,126,12,0,0.35,0,4,0.5,-1,-1,-1,1,0,0,-0.5,1,0.161764705882353,0,0,0.00891861761426979,0.699293094072866,0.329126213592233,0.4552,0.124347826086957,0.3,0.0707547169811321,0.0848167539267016,0.049349076597033,0.0854218143310978,0.471295790049207,0.371830985915493,0,0.392815758980301,-0.333333333333333,0,-0.5,0.521724709784411,-1,0.346730915013548,0,0,0.119033232628399,0.701053165841898,0.426977401129944,0.365079365079365,0.461538461538462,-1,1,0.548333333333333,0.358392830088521,0.591858248613678,0.409999999999998,0.583874068733478,0.571254432624115,0.732352941176471,0.477145982643803,0.381666666666667,0.692307692307692,0.511018752493683,0.470749235474009,0.351145038167939,0.0678750304273101,0.474666666666667,0.476084580173533,0.399787234042553,0.633474256894875,0.274289473684211,0.47158797233026
1,0.00155069781401631,0.0792838874680307,-1,0,126,12,0,0.35,0,4,0.5,-1,-1,-1,1,0,0,-0.5,1,0.161764705882353,0,0,0.00891861761426979,0.699293094072866,0.329126213592233,0.4552,0.124347826086957,0.3,0.0707547169811321,0.0848167539267016,0.049349076597033,0.0854218143310978,0.471295790049207,0.371830985915493,0,0.392815758980301,-0.333333333333333,0,-0.5,0.521724709784411,-1,0.346730915013548,0,0,0.119033232628399,0.701053165841898,0.426977401129944,0.365079365079365,0.461538461538462,-1,1,0.5025,0.358392830088521,0.591858248613678,0.409999999999998,0.583874068733478,0.571254432624115,0.711764705882353,0.477145982643803,0.381666666666667,0.692307692307692,0.511018752493683,0.470749235474009,0.351145038167939,0.0678750304273101,0.474666666666667,0.476084580173533,0.399787234042553,0.633474256894875,0.274289473684211,0.457531974902385
1,0.00155069781401631,0.0792838874680307,-1,0,126,12,0,0.35,0,4,0.5,-1,-1,-1,1,0,0,-0.5,1,0.161764705882353,0,0,0.00891861761426979,0.699293094072866,0.329126213592233,0.4552,0.124347826086957,0.3,0.0707547169811321,0.0848167539267016,0.049349076597033,0.0854218143310978,0.471295790049207,0.371830985915493,0,0.392815758980301,-0.333333333333333,0,-0.5,0.521724709784411,-1,0.346730915013548,0,0,0.119033232628399,0.701053165841898,0.426977401129944,0.365079365079365,0.461538461538462,-1,1,0.55,0.358392830088521,0.591858248613678,0.409999999999998,0.583874068733478,0.571254432624115,0.723529411764706,0.477145982643803,0.381666666666667,0.692307692307692,0.511018752493683,0.470749235474009,0.351145038167939,0.0678750304273101,0.474666666666667,0.476084580173533,0.399787234042553,0.633474256894875,0.274289473684211,0.4532725166894
1,0.00155069781401631,0.0792838874680307,-1,0,126,12,0,0.35,0,4,0.5,-1,-1,-1,1,0,0,-0.5,1,0.161764705882353,0,0,0.00891861761426979,0.699293094072866,0.329126213592233,0.4552,0.124347826086957,0.3,0.0707547169811321,0.0848167539267016,0.049349076597033,0.0854218143310978,0.471295790049207,0.371830985915493,0,0.392815758980301,-0.333333333333333,0,-0.5,0.521724709784411,-1,0.346730915013548,0,0,0.119033232628399,0.701053165841898,0.426977401129944,0.365079365079365,0.461538461538462,-1,1,0.525833333333333,0.358392830088521,0.591858248613678,0.409999999999998,0.583874068733478,0.571254432624115,0.723529411764706,0.477145982643803,0.381666666666667,0.692307692307692,0.511018752493683,0.470749235474009,0.312977099236641,0.0678750304273101,0.474666666666667,0.476084580173533,0.399787234042553,0.633474256894875,0.274289473684211,0.4532725166894
1,0.00155069781401631,0.0792838874680307,-1,0,126,12,0,0.35,0,4,0.5,-1,-1,-1,1,0,0,-0.5,1,0.161764705882353,0,0,0.00891861761426979,0.699293094072866,0.329126213592233,0.4552,0.124347826086957,0.3,0.0707547169811321,0.0848167539267016,0.049349076597033,0.0854218143310978,0.471295790049207,0.371830985915493,0,0.392815758980301,-0.333333333333333,0,-0.5,0.521724709784411,-1,0.346730915013548,0,0,0.119033232628399,0.701053165841898,0.426977401129944,0.365079365079365,0.461538461538462,-1,1,0.500833333333333,0.358392830088521,0.591858248613678,0.409999999999998,0.583874068733478,0.571254432624115,0.714705882352941,0.477145982643803,0.381666666666667,0.692307692307692,0.511018752493683,0.470749235474009,0.312977099236641,0.0678750304273101,0.474666666666667,0.476084580173533,0.399787234042553,0.633474256894875,0.274289473684211,0.4532725166894
1,0.00155069781401631,0.0792838874680307,-1,0,126,12,0,0.35,0,4,0.5,-1,-1,-1,1,0,0,-0.5,1,0.161764705882353,0,0,0.00891861761426979,0.699293094072866,0.329126213592233,0.4552,0.124347826086957,0.3,0.0707547169811321,0.0848167539267016,0.049349076597033,0.0854218143310978,0.471295790049207,0.371830985915493,0,0.392815758980301,-0.333333333333333,0,-0.5,0.521724709784411,-1,0.346730915013548,0,0,0.119033232628399,0.701053165841898,0.426977401129944,0.365079365079365,0.461538461538462,-1,1,0.573333333333333,0.358392830088521,0.591858248613678,0.409999999999998,0.583874068733478,0.571254432624115,0.747058823529412,0.477145982643803,0.381666666666667,0.692307692307692,0.511018752493683,0.470749235474009,0.351145038167939,0.0678750304273101,0.474666666666667,0.476084580173533,0.399787234042553,0.633474256894875,0.274289473684211,0.451852595058892
1,0.00155069781401631,0.0792838874680307,-1,0,126,12,0,0.35,0,4,0.5,-1,-1,-1,1,0,0,-0.5,1,0.161764705882353,0,0,0.00891861761426979,0.699293094072866,0.329126213592233,0.4552,0.124347826086957,0.3,0.0707547169811321,0.0848167539267016,0.049349076597033,0.0854218143310978,0.471295790049207,0.371830985915493,0,0.392815758980301,-0.333333333333333,0,-0.5,0.521724709784411,-1,0.346730915013548,0,0,0.119033232628399,0.701053165841898,0.426977401129944,0.365079365079365,0.461538461538462,-1,1,0.609166666666667,0.358392830088521,0.591858248613678,0.409999999999998,0.583874068733478,0.571254432624115,0.723529411764706,0.477145982643803,0.381666666666667,0.692307692307692,0.511018752493683,0.470749235474009,0.33206106870229,0.0678750304273101,0.474666666666667,0.476084580173533,0.399787234042553,0.633474256894875,0.274289473684211,0.447593443524445
1,0.00155069781401631,0.0792838874680307,-1,0,126,12,0,0.35,0,4,0.5,-1,-1,-1,1,0,0,-0.5,1,0.161764705882353,0,0,0.00891861761426979,0.699293094072866,0.329126213592233,0.4552,0.124347826086957,0.3,0.0707547169811321,0.0848167539267016,0.049349076597033,0.0854218143310978,0.471295790049207,0.371830985915493,0,0.392815758980301,-0.333333333333333,0,-0.5,0.521724709784411,-1,0.346730915013548,0,0,0.119033232628399,0.701053165841898,0.426977401129944,0.365079365079365,0.461538461538462,-1,1,0.5325,0.358392830088521,0.591858248613678,0.409999999999998,0.583874068733478,0.571254432624115,0.729411764705882,0.477145982643803,0.381666666666667,0.692307692307692,0.511018752493683,0.470749235474009,0.389312977099237,0.0678750304273101,0.474666666666667,0.476084580173533,0.399787234042553,0.633474256894875,0.274289473684211,0.441914063680952
1,0.00155069781401631,0.0792838874680307,-1,0,126,12,0,0.35,0,4,0.5,-1,-1,-1,1,0,0,-0.5,1,0.161764705882353,0,0,0.00891861761426979,0.699293094072866,0.329126213592233,0.4552,0.124347826086957,0.3,0.0707547169811321,0.0848167539267016,0.049349076597033,0.0854218143310978,0.471295790049207,0.371830985915493,0,0.392815758980301,-0.333333333333333,0,-0.5,0.521724709784411,-1,0.346730915013548,0,0,0.119033232628399,0.701053165841898,0.426977401129944,0.365079365079365,0.461538461538462,-1,1,0.47,0.358392830088521,0.591858248613678,0.409999999999998,0.583874068733478,0.571254432624115,0.717647058823529,0.477145982643803,0.381666666666667,0.692307692307692,0.511018752493683,0.470749235474009,0.351145038167939,0.0678750304273101,0.474666666666667,0.476084580173533,0.399787234042553,0.633474256894875,0.274289473684211,0.439074527098475
